z_m,x_focus_cm,rho_max_z,I_onaxis_max_z,I_max_z,delta_n_plasma_min_z,E_dep_z,E_loss_from_input_z,E_dep_cumulative_z,U_rel_change_z,dphi_plasma_raw_max_abs_z,dphi_plasma_applied_max_abs_z,alpha_ion_raw_max_z,alpha_ion_applied_max_z,rho_N2_max_z,rho_O2_max_z,rho_O2_fraction_at_rho_total_max_z,dz_used_z,adaptive_rejection_count_z,safety_mode_trigger_count_z
9.999999747378752e-05,-94.99000000025262,14354.4833984375,1530467169861632.0,1530547432062976.0,-4.1202106472080294e-24,2.896113802446054e-23,2.3283064365386963e-09,2.379552284381692e-11,-1.0722047818489955e-06,3.236879713748606e-21,3.236879713748606e-21,3.97572648546139e-16,3.97572648546139e-16,0.009207203052937984,14354.4736328125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.00019999999494757503,-94.98000000050524,14388.3037109375,1530790097715200.0,1531051419631616.0,-4.129918763938132e-24,2.900301076130967e-23,4.190951585769653e-09,4.759604169124465e-11,-1.929968448166619e-06,3.244506294762538e-21,3.244506294762538e-21,3.983902206286966e-16,3.983902206286966e-16,0.009234355762600899,14388.294921875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0003000000142492354,-94.96999999857508,14428.83984375,1531112757133312.0,1531632850829312.0,-4.141554067859689e-24,2.904494660703122e-23,6.752088665962219e-09,7.140155133811277e-11,-3.1093936740944628e-06,3.253647084817711e-21,3.253647084817711e-21,3.993777816358563e-16,3.993777816358563e-16,0.009266908280551434,14428.8310546875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.00039999998989515007,-94.96000000101048,14474.1220703125,1531435416551424.0,1532259513401344.0,-4.154550945703658e-24,2.9086948717068807e-23,8.847564458847046e-09,9.521206045803865e-11,-4.07437801186461e-06,3.263857797452304e-21,3.263857797452304e-21,4.0047352463224817e-16,4.0047352463224817e-16,0.009303302504122257,14474.1123046875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0005000000237487257,-94.94999999762513,14521.6455078125,1531758075969536.0,1532897316044800.0,-4.168192322907192e-24,2.9129023402309675e-23,1.1175870895385742e-08,1.1902756558157535e-10,-5.146582680026768e-06,3.2745743908081973e-21,3.2745743908081973e-21,4.0162572766853043e-16,4.0162572766853043e-16,0.0093415267765522,14521.6357421875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0006000000284984708,-94.93999999715015,14568.98046875,1532080466952192.0,1533517133512704.0,-4.181778479847361e-24,2.917116435186658e-23,1.3504177331924438e-08,1.4284808058651066e-10,-6.2187873481889255e-06,3.2852479691566508e-21,3.2852479691566508e-21,4.0276946037534015e-16,4.0276946037534015e-16,0.009379633702337742,14568.970703125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.000699999975040555,-94.93000000249594,14614.1689453125,1532402186846208.0,1534097625186304.0,-4.1947493252814576e-24,2.921337787662677e-23,1.5366822481155396e-08,1.6667357771726898e-10,-7.076551355567062e-06,3.295437881106895e-21,3.295437881106895e-21,4.038640387014295e-16,4.038640387014295e-16,0.00941604282706976,14614.16015625,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0007999999797903001,-94.92000000202097,14657.35546875,1532723504087040.0,1534679190601728.0,-4.2071454855461006e-24,2.9255660821146614e-23,1.792795956134796e-08,1.9050408472942593e-10,-8.25597635412123e-06,3.305176438401608e-21,3.305176438401608e-21,4.049085626742921e-16,4.049085626742921e-16,0.009450864046812057,14657.345703125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0008999999845400453,-94.910000001546,14703.1982421875,1533044821327872.0,1535308940181504.0,-4.220303685445187e-24,2.929801318542612e-23,2.0023435354232788e-08,2.143396016229815e-10,-9.220961146638729e-06,3.3155135707294284e-21,3.3155135707294284e-21,4.060195522637345e-16,4.060195522637345e-16,0.009487860836088657,14703.1884765625,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0010000000474974513,-94.89999999525025,14749.9755859375,1533366272786432.0,1535900974579712.0,-4.233730098052049e-24,2.934044443579615e-23,2.2118911147117615e-08,2.381801422757235e-10,-1.0185945029661525e-05,3.3260617391266134e-21,3.3260617391266134e-21,4.0714340616606335e-16,4.0714340616606335e-16,0.009525630623102188,14749.9658203125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0010999999940395355,-94.89000000059605,14792.7177734375,1533687053156352.0,1536433013653504.0,-4.2459988572804984e-24,2.9382945105925835e-23,2.444721758365631e-08,2.620256789320763e-10,-1.1258149243076332e-05,3.335700130019025e-21,3.335700130019025e-21,4.0817413938375343e-16,4.0817413938375343e-16,0.00956017430871725,14792.7080078125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0012000000569969416,-94.8799999943003,14830.771484375,1534008504614912.0,1536905057402880.0,-4.2569214253741886e-24,2.94255183512588e-23,2.7008354663848877e-08,2.858762115920399e-10,-1.2437574696377851e-05,3.3442809171839123e-21,3.3442809171839123e-21,4.0910108459562525e-16,4.0910108459562525e-16,0.009590950794517994,14830.76171875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0013000000035390258,-94.8699999996461,14871.4697265625,1534329956073472.0,1537515345412096.0,-4.268603272089154e-24,2.946816417179505e-23,2.9103830456733704e-08,3.0973176801118996e-10,-1.340255948889535e-05,3.3534582598979894e-21,3.3534582598979894e-21,4.1008266343259497e-16,4.1008266343259497e-16,0.009623882360756397,14871.4599609375,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.00139999995008111,-94.86000000499189,14918.8154296875,1534651944402944.0,1538136102404096.0,-4.282192978903396e-24,2.951088256753458e-23,3.119930624961853e-08,3.3359234818952643e-10,-1.4367543371918146e-05,3.3641344635755354e-21,3.3641344635755354e-21,4.1121906401045503e-16,4.1121906401045503e-16,0.009662226773798466,14918.806640625,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.001500000013038516,-94.84999999869615,14965.3486328125,1534973395861504.0,1538726526189568.0,-4.295549577320146e-24,2.9553670383033766e-23,3.3527612686157227e-08,3.574579243714737e-10,-1.5439747585332952e-05,3.3746275000617763e-21,3.3746275000617763e-21,4.1234704719840174e-16,4.1234704719840174e-16,0.009699943475425243,14965.3388671875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0015999999595806003,-94.84000000404194,15009.380859375,1535296457932800.0,1539281113841664.0,-4.308188312313144e-24,2.9596537084623476e-23,3.585591912269592e-08,3.8132855206818306e-10,-1.651195270824246e-05,3.3845566966382887e-21,3.3845566966382887e-21,4.1340189438530896e-16,4.1340189438530896e-16,0.0097356541082263,15009.37109375,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0017000000225380063,-94.8299999977462,15050.5341796875,1535620056875008.0,1539821205979136.0,-4.320000321077471e-24,2.9639473205972845e-23,3.795139491558075e-08,4.052041480129276e-10,-1.747693750075996e-05,3.393836427186976e-21,3.393836427186976e-21,4.1439406113411936e-16,4.1439406113411936e-16,0.009769059717655182,15050.5244140625,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0017999999690800905,-94.82000000309199,15093.212890625,1535943521599488.0,1540349352738816.0,-4.332250936505101e-24,2.968249136885636e-23,4.0279701352119446e-08,4.2908479547243417e-10,-1.8549142623669468e-05,3.403460479743575e-21,3.403460479743575e-21,4.154207444755304e-16,4.154207444755304e-16,0.009803730063140392,15093.203125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0019000000320374966,-94.80999999679625,15131.1064453125,1536268060065792.0,1540856829968384.0,-4.3431273562358355e-24,2.972557895149953e-23,4.237517714500427e-08,4.5297046669112717e-10,-1.9514125597197562e-05,3.412005320094733e-21,3.412005320094733e-21,4.1634228985236346e-16,4.1634228985236346e-16,0.009834530763328075,15131.0966796875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.0020000000949949026,-94.79999999050051,15176.0322265625,1536594209144832.0,1541461749268480.0,-4.356022471023031e-24,2.97687422647896e-23,4.470348358154297e-08,4.768611616690066e-10,-2.058633072010707e-05,3.4221358592178065e-21,3.4221358592178065e-21,4.1741870990964606e-16,4.1741870990964606e-16,0.009871067479252815,15176.0224609375,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.002099999925121665,-94.79000000748783,15221.1298828125,1536920358223872.0,1542012310388736.0,-4.3689668896168024e-24,2.9811984464170197e-23,4.7031790018081665e-08,5.007568804060725e-10,-2.165853584301658e-05,3.432305172432094e-21,3.432305172432094e-21,4.185082325078315e-16,4.185082325078315e-16,0.009907776489853859,15221.1201171875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.002199999988079071,-94.7800000011921,15262.8876953125,1537246641520640.0,1542545288986624.0,-4.380953236641183e-24,2.9855302394197693e-23,4.912726581096649e-08,5.246576506579004e-10,-2.2623520635534078e-05,3.441721622041987e-21,3.441721622041987e-21,4.1951350179754475e-16,4.1951350179754475e-16,0.009941788390278816,15262.8779296875,0.9999993443489075,9.999999747378752e-05,0.0,0.0
0.002300000051036477,-94.76999999489635,15308.734375,1537573193252864.0,1543227115044864.0,-4.394112225401175e-24,2.989869921031571e-23,5.122274160385132e-08,5.485634169133391e-10,-2.3588503609062172e-05,3.4520593602149824e-21,3.4520593602149824e-21,4.206201768129121e-16,4.206201768129121e-16,0.009979166090488434,15308.7236328125,0.9999993443489075,9.999999747378752e-05,0.0,0.0
